Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
    6,    4,    6,    1,  0.452881,   10,   0.013,   0.052,   0.000,   0.009,   0.007,   0.004,   0.010,   0.004,   0.094,   0.109,   0.036,   0.016,   0.054,   0.063,   0.077,   0.003,   0.009,   0.017,   0.015,   0.004,   0.000,   0.079,   0.039,   0.002,   0.005,   0.035,   0.002,   0.014,   0.130,   0.098,   0.000
    7,    4,    7,    1,  0.937117,   10,   0.007,   0.110,   0.014,   0.328,   0.000,   0.000,   0.023,   0.055,   0.069,   0.004,   0.000,   0.000,   0.000,   0.010,   0.026,   0.048,   0.005,   0.141,   0.012,   0.014,   0.000,   0.000,   0.007,   0.003,   0.051,   0.005,   0.012,   0.004,   0.003,   0.049,   0.000
    8,    4,    8,    1,  0.580197,   10,   0.000,   0.000,   0.031,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.038,   0.098,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.210,   0.000,   0.000,   0.000,   0.000,   0.576,   0.027,   0.016,   0.004,   0.000,   0.000,   0.000,   0.000
    9,    4,    9,    1,  0.447896,   10,   0.056,   0.056,   0.014,   0.000,   0.000,   0.000,   0.169,   0.028,   0.042,   0.014,   0.028,   0.014,   0.000,   0.000,   0.014,   0.042,   0.225,   0.084,   0.000,   0.000,   0.014,   0.070,   0.028,   0.014,   0.014,   0.070,   0.000,   0.000,   0.000,   0.000,   0.000
   10,    4,   10,    1,  0.474308,   10,   0.020,   0.059,   0.059,   0.020,   0.196,   0.039,   0.020,   0.039,   0.059,   0.000,   0.000,   0.000,   0.039,   0.000,   0.059,   0.020,   0.000,   0.000,   0.000,   0.020,   0.000,   0.020,   0.020,   0.020,   0.255,   0.039,   0.000,   0.000,   0.000,   0.000,   0.000
   11,    4,   11,    1,  0.869809,   10,   0.000,   0.000,   0.000,   0.063,   0.059,   0.000,   0.000,   0.077,   0.086,   0.000,   0.000,   0.000,   0.000,   0.000,   0.399,   0.000,   0.000,   0.000,   0.117,   0.000,   0.000,   0.000,   0.000,   0.029,   0.030,   0.027,   0.092,   0.000,   0.022,   0.000,   0.000
   12,    4,   12,    1,  0.024122,   10,   0.034,   0.034,   0.034,   0.034,   0.000,   0.000,   0.034,   0.138,   0.000,   0.103,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.034,   0.034,   0.103,   0.000,   0.069,   0.034,   0.000,   0.000,   0.034,   0.000,   0.241,   0.000,   0.000,   0.000
   13,    4,   13,    1,  0.482670,   10,   0.017,   0.110,   0.064,   0.027,   0.053,   0.000,   0.000,   0.000,   0.000,   0.000,   0.128,   0.027,   0.000,   0.000,   0.000,   0.000,   0.000,   0.093,   0.123,   0.000,   0.129,   0.185,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.046,   0.000,   0.000
   14,    4,   14,    1,  0.453300,   10,   0.069,   0.059,   0.000,   0.000,   0.000,   0.000,   0.037,   0.018,   0.004,   0.132,   0.000,   0.124,   0.086,   0.022,   0.000,   0.019,   0.159,   0.000,   0.000,   0.000,   0.000,   0.002,   0.012,   0.009,   0.000,   0.062,   0.024,   0.000,   0.015,   0.148,   0.000
   15,    4,   15,    1,  0.115209,   10,   0.022,   0.000,   0.010,   0.203,   0.033,   0.000,   0.009,   0.011,   0.000,   0.006,   0.000,   0.010,   0.007,   0.013,   0.030,   0.027,   0.158,   0.000,   0.000,   0.044,   0.000,   0.000,   0.000,   0.094,   0.155,   0.043,   0.000,   0.028,   0.040,   0.057,   0.000
   16,    4,   16,    1,  0.291655,   10,   0.029,   0.007,   0.000,   0.004,   0.025,   0.001,   0.078,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.003,   0.002,   0.003,   0.000,   0.002,   0.000,   0.000,   0.077,   0.100,   0.021,   0.007,   0.139,   0.018,   0.135,   0.210,   0.113,   0.028,   0.000
   17,    4,   17,    1,  0.250304,   10,   0.052,   0.000,   0.054,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.130,   0.000,   0.000,   0.021,   0.019,   0.023,   0.000,   0.012,   0.000,   0.000,   0.031,   0.000,   0.000,   0.009,   0.241,   0.388,   0.000,   0.012,   0.000,   0.000,   0.000
   18,    4,   18,    1,  0.138529,   10,   0.246,   0.201,   0.046,   0.016,   0.011,   0.025,   0.000,   0.051,   0.000,   0.005,   0.000,   0.004,   0.079,   0.007,   0.068,   0.007,   0.013,   0.011,   0.009,   0.005,   0.004,   0.060,   0.004,   0.007,   0.002,   0.068,   0.004,   0.004,   0.038,   0.005,   0.000
    1,    5,    1,    1,  0.128728,   10,   0.016,   0.016,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.016,   0.000,   0.033,   0.016,   0.066,   0.000,   0.000,   0.000,   0.016,   0.590,   0.000,   0.000,   0.000,   0.000,   0.033,   0.000,   0.000,   0.000,   0.000,   0.164,   0.033,   0.000
    2,    5,    2,    1,  0.727437,   10,   0.001,   0.000,   0.000,   0.000,   0.039,   0.001,   0.027,   0.031,   0.040,   0.075,   0.139,   0.044,   0.009,   0.038,   0.105,   0.007,   0.059,   0.160,   0.004,   0.023,   0.074,   0.048,   0.025,   0.023,   0.000,   0.002,   0.000,   0.007,   0.001,   0.006,   0.010
    3,    5,    3,    1,  0.142113,   10,   0.000,   0.000,   0.019,   0.049,   0.000,   0.000,   0.049,   0.006,   0.019,   0.006,   0.086,   0.099,   0.056,   0.080,   0.068,   0.031,   0.012,   0.012,   0.000,   0.031,   0.000,   0.000,   0.006,   0.093,   0.000,   0.216,   0.000,   0.056,   0.006,   0.000,   0.000
    4,    5,    4,    1,  0.021935,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.062,   0.206,   0.206,   0.010,   0.000,   0.000,   0.051,   0.031,   0.000,   0.154,   0.060,   0.000,   0.000,   0.000,   0.000,   0.024,   0.016,   0.008,   0.000,   0.000,   0.000,   0.130,   0.022,   0.012,   0.008
    5,    5,    5,    1,  0.963860,   10,   0.000,   0.000,   0.000,   0.002,   0.000,   0.002,   0.092,   0.049,   0.020,   0.054,   0.054,   0.000,   0.000,   0.000,   0.001,   0.001,   0.294,   0.019,   0.173,   0.117,   0.042,   0.000,   0.016,   0.014,   0.005,   0.008,   0.030,   0.000,   0.001,   0.002,   0.001
    6,    5,    6,    1,  0.941443,   10,   0.002,   0.026,   0.014,   0.026,   0.006,   0.014,   0.004,   0.036,   0.085,   0.305,   0.103,   0.001,   0.072,   0.004,   0.097,   0.038,   0.005,   0.002,   0.016,   0.056,   0.003,   0.027,   0.022,   0.012,   0.013,   0.006,   0.000,   0.002,   0.000,   0.004,   0.001
    7,    5,    7,    1,  0.723943,   10,   0.000,   0.116,   0.048,   0.000,   0.007,   0.054,   0.007,   0.000,   0.014,   0.000,   0.000,   0.007,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.061,   0.007,   0.007,   0.020,   0.007,   0.435,   0.048,   0.000,   0.000,   0.000,   0.007,   0.054,   0.095
    8,    5,    8,    1,  0.653394,   10,   0.000,   0.000,   0.090,   0.000,   0.015,   0.000,   0.000,   0.000,   0.000,   0.265,   0.002,   0.000,   0.016,   0.000,   0.000,   0.000,   0.009,   0.000,   0.313,   0.044,   0.010,   0.000,   0.000,   0.101,   0.002,   0.020,   0.003,   0.011,   0.000,   0.000,   0.100
    9,    5,    9,    1,  0.441478,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.120,   0.000,   0.000,   0.000,   0.080,   0.000,   0.000,   0.120,   0.320,   0.200,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.040,   0.000,   0.000,   0.000,   0.120
   10,    5,   10,    1,  0.924366,   10,   0.000,   0.000,   0.127,   0.000,   0.005,   0.000,   0.000,   0.000,   0.000,   0.189,   0.004,   0.000,   0.013,   0.000,   0.000,   0.000,   0.000,   0.000,   0.237,   0.026,   0.007,   0.000,   0.000,   0.230,   0.004,   0.034,   0.005,   0.000,   0.000,   0.000,   0.117
   11,    5,   11,    1,  0.679723,   10,   0.000,   0.000,   0.011,   0.003,   0.000,   0.003,   0.072,   0.058,   0.195,   0.049,   0.002,   0.048,   0.069,   0.058,   0.004,   0.038,   0.011,   0.076,   0.025,   0.000,   0.055,   0.004,   0.002,   0.010,   0.010,   0.069,   0.016,   0.004,   0.000,   0.056,   0.052
   12,    5,   12,    1,  0.815753,   10,   0.007,   0.168,   0.054,   0.007,   0.000,   0.013,   0.013,   0.000,   0.067,   0.000,   0.000,   0.000,   0.007,   0.000,   0.000,   0.000,   0.000,   0.007,   0.027,   0.000,   0.000,   0.007,   0.020,   0.369,   0.034,   0.000,   0.000,   0.000,   0.013,   0.101,   0.087
   13,    5,   13,    1,  0.979290,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    5,   14,    1,  0.587919,   10,   0.288,   0.036,   0.094,   0.000,   0.000,   0.000,   0.138,   0.008,   0.019,   0.015,   0.007,   0.130,   0.015,   0.000,   0.000,   0.045,   0.003,   0.000,   0.032,   0.008,   0.045,   0.000,   0.004,   0.000,   0.000,   0.059,   0.044,   0.007,   0.002,   0.000,   0.000
   15,    5,   15,    1,  0.478881,   10,   0.302,   0.044,   0.010,   0.000,   0.024,   0.000,   0.024,   0.000,   0.051,   0.010,   0.051,   0.030,   0.000,   0.000,   0.007,   0.068,   0.000,   0.037,   0.010,   0.027,   0.000,   0.000,   0.000,   0.044,   0.000,   0.000,   0.027,   0.000,   0.075,   0.149,   0.010
   16,    5,   16,    1,  0.377252,   10,   0.058,   0.091,   0.014,   0.062,   0.114,   0.040,   0.014,   0.097,   0.007,   0.000,   0.000,   0.000,   0.040,   0.000,   0.008,   0.020,   0.000,   0.169,   0.088,   0.003,   0.005,   0.003,   0.011,   0.002,   0.000,   0.000,   0.011,   0.007,   0.072,   0.049,   0.016
   17,    5,   17,    1,  0.974812,   10,   0.044,   0.003,   0.000,   0.001,   0.035,   0.049,   0.111,   0.331,   0.020,   0.009,   0.007,   0.000,   0.056,   0.047,   0.001,   0.021,   0.000,   0.056,   0.016,   0.079,   0.019,   0.085,   0.003,   0.000,   0.000,   0.001,   0.004,   0.001,   0.001,   0.000,   0.003
   18,    5,   18,    1,  0.663860,   10,   0.042,   0.014,   0.070,   0.021,   0.000,   0.021,   0.105,   0.000,   0.000,   0.000,   0.000,   0.091,   0.175,   0.014,   0.000,   0.000,   0.000,   0.035,   0.000,   0.091,   0.168,   0.000,   0.091,   0.035,   0.014,   0.000,   0.014,   0.000,   0.000,   0.000,   0.000
    1,    6,    1,    1,  0.928125,   10,   0.117,   0.000,   0.183,   0.000,   0.017,   0.050,   0.367,   0.000,   0.000,   0.000,   0.017,   0.000,   0.067,   0.000,   0.000,   0.033,   0.000,   0.033,   0.017,   0.000,   0.050,   0.017,   0.033,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    2,    6,    2,    1,  0.800968,   10,   0.013,   0.001,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.296,   0.056,   0.050,   0.006,   0.017,   0.033,   0.080,   0.001,   0.014,   0.026,   0.010,   0.019,   0.046,   0.010,   0.013,   0.000,   0.034,   0.032,   0.039,   0.112,   0.061,   0.000
    3,    6,    3,    1,  0.686499,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.261,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.250,   0.079,   0.182,   0.000,   0.000,   0.000,   0.136,   0.000,   0.034,   0.000,   0.000,   0.057,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    4,    6,    4,    1,  0.487575,   10,   0.153,   0.039,   0.024,   0.000,   0.000,   0.207,   0.009,   0.000,   0.054,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.000,   0.000,   0.141,   0.081,   0.048,   0.129,   0.000,   0.000,   0.000,   0.105,   0.000,   0.000,   0.000,   0.000
    5,    6,    5,    1,  0.371369,   10,   0.003,   0.275,   0.005,   0.003,   0.000,   0.018,   0.003,   0.000,   0.000,   0.015,   0.020,   0.051,   0.092,   0.013,   0.000,   0.000,   0.000,   0.018,   0.138,   0.003,   0.003,   0.056,   0.046,   0.000,   0.217,   0.003,   0.003,   0.015,   0.000,   0.003,   0.000
    6,    6,    6,    1,  0.818833,   10,   0.069,   0.000,   0.004,   0.000,   0.000,   0.000,   0.031,   0.000,   0.001,   0.004,   0.007,   0.064,   0.126,   0.026,   0.031,   0.006,   0.001,   0.055,   0.104,   0.043,   0.107,   0.114,   0.009,   0.019,   0.000,   0.008,   0.008,   0.129,   0.027,   0.005,   0.000
    7,    6,    7,    1,  0.523300,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.109,   0.234,   0.062,   0.195,   0.008,   0.008,   0.031,   0.008,   0.008,   0.000,   0.000,   0.016,   0.000,   0.008,   0.000,   0.016,   0.047,   0.031,   0.148,   0.039,   0.000,   0.000,   0.000,   0.000
    8,    6,    8,    1,  0.645825,   10,   0.000,   0.087,   0.000,   0.000,   0.122,   0.463,   0.000,   0.029,   0.000,   0.000,   0.000,   0.000,   0.000,   0.046,   0.000,   0.097,   0.000,   0.000,   0.000,   0.000,   0.042,   0.000,   0.000,   0.000,   0.000,   0.000,   0.114,   0.000,   0.000,   0.000,   0.000
    9,    6,    9,    1,  0.288006,   10,   0.001,   0.034,   0.000,   0.009,   0.086,   0.003,   0.069,   0.000,   0.008,   0.003,   0.054,   0.046,   0.044,   0.409,   0.011,   0.021,   0.008,   0.029,   0.000,   0.013,   0.007,   0.003,   0.021,   0.091,   0.000,   0.000,   0.026,   0.003,   0.000,   0.000,   0.000
   10,    6,   10,    1,  0.541301,   10,   0.214,   0.000,   0.154,   0.093,   0.051,   0.000,   0.000,   0.170,   0.026,   0.000,   0.084,   0.000,   0.000,   0.000,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.040,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.161,   0.000,   0.000
   11,    6,   11,    1,  0.838405,   10,   0.003,   0.002,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.294,   0.271,   0.002,   0.012,   0.009,   0.017,   0.038,   0.000,   0.030,   0.030,   0.020,   0.013,   0.043,   0.010,   0.002,   0.000,   0.022,   0.029,   0.015,   0.090,   0.048,   0.000
   12,    6,   12,    1,  0.294267,   10,   0.346,   0.219,   0.016,   0.011,   0.078,   0.004,   0.000,   0.000,   0.000,   0.000,   0.012,   0.004,   0.018,   0.055,   0.100,   0.030,   0.108,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   13,    6,   13,    1,  0.047108,   10,   0.148,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.100,   0.080,   0.293,   0.000,   0.000,   0.000,   0.000,   0.097,   0.048,   0.178,   0.000,   0.000,   0.000,   0.000
   14,    6,   14,    1,  0.387885,   10,   0.018,   0.005,   0.000,   0.000,   0.000,   0.319,   0.077,   0.008,   0.000,   0.000,   0.029,   0.002,   0.142,   0.003,   0.005,   0.000,   0.002,   0.000,   0.058,   0.104,   0.098,   0.054,   0.064,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000
   15,    6,   15,    1,  0.876174,   10,   0.000,   0.000,   0.118,   0.170,   0.000,   0.059,   0.000,   0.000,   0.000,   0.000,   0.000,   0.088,   0.000,   0.000,   0.029,   0.053,   0.000,   0.000,   0.194,   0.000,   0.229,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.059,   0.000,   0.000,   0.000
   16,    6,   16,    1,  0.916698,   10,   0.000,   0.007,   0.004,   0.000,   0.031,   0.381,   0.144,   0.000,   0.000,   0.000,   0.018,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.002,   0.000,   0.007,   0.000,   0.000,   0.000,   0.040,   0.296,   0.011,   0.009,   0.000,   0.033,   0.018,   0.000
   17,    6,   17,    1,  0.087033,   10,   0.000,   0.000,   0.000,   0.005,   0.000,   0.000,   0.014,   0.009,   0.020,   0.004,   0.000,   0.000,   0.018,   0.000,   0.035,   0.004,   0.064,   0.102,   0.092,   0.374,   0.000,   0.000,   0.000,   0.000,   0.078,   0.047,   0.079,   0.053,   0.000,   0.004,   0.000
   18,    6,   18,    1,  0.564916,   10,   0.001,   0.004,   0.002,   0.006,   0.007,   0.003,   0.000,   0.001,   0.002,   0.006,   0.001,   0.011,   0.005,   0.002,   0.003,   0.004,   0.005,   0.012,   0.005,   0.058,   0.078,   0.015,   0.018,   0.023,   0.133,   0.180,   0.243,   0.150,   0.009,   0.010,   0.000
    1,    7,    1,    1,  0.994736,   10,   0.000,   0.000,   0.026,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.103,   0.000,   0.000,   0.000,   0.000,   0.077,   0.026,   0.000,   0.000,   0.051,   0.051,   0.000,   0.128,   0.539,   0.000,   0.000,   0.000,   0.000
    2,    7,    2,    1,  0.914189,   10,   0.002,   0.000,   0.002,   0.046,   0.011,   0.032,   0.000,   0.000,   0.000,   0.006,   0.011,   0.006,   0.062,   0.000,   0.000,   0.016,   0.011,   0.038,   0.113,   0.006,   0.001,   0.006,   0.000,   0.056,   0.169,   0.016,   0.192,   0.023,   0.169,   0.006,   0.000
    3,    7,    3,    1,  0.963937,   10,   0.000,   0.000,   0.000,   0.095,   0.000,   0.000,   0.079,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.016,   0.000,   0.016,   0.000,   0.000,   0.127,   0.159,   0.000,   0.016,   0.016,   0.000,   0.048,   0.016,   0.365,   0.016,   0.032
    4,    7,    4,    1,  0.511595,   10,   0.000,   0.000,   0.200,   0.000,   0.000,   0.114,   0.000,   0.000,   0.000,   0.354,   0.000,   0.046,   0.000,   0.000,   0.000,   0.000,   0.000,   0.101,   0.000,   0.040,   0.008,   0.000,   0.000,   0.046,   0.000,   0.000,   0.000,   0.025,   0.000,   0.000,   0.067
    5,    7,    5,    1,  0.599605,   10,   0.002,   0.000,   0.067,   0.002,   0.010,   0.002,   0.002,   0.002,   0.000,   0.016,   0.002,   0.107,   0.000,   0.000,   0.009,   0.016,   0.000,   0.009,   0.002,   0.002,   0.016,   0.002,   0.026,   0.167,   0.000,   0.221,   0.002,   0.007,   0.002,   0.019,   0.291
    6,    7,    6,    1,  0.795035,   10,   0.000,   0.051,   0.411,   0.153,   0.029,   0.012,   0.009,   0.009,   0.003,   0.005,   0.002,   0.003,   0.002,   0.002,   0.003,   0.003,   0.003,   0.007,   0.003,   0.005,   0.002,   0.003,   0.010,   0.014,   0.010,   0.051,   0.044,   0.034,   0.031,   0.047,   0.039
    7,    7,    7,    1,  0.893724,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.644,   0.000,   0.000,   0.000,   0.010,   0.029,   0.000,   0.000,   0.000,   0.000,   0.029,   0.010,   0.000,   0.000,   0.192,   0.000,   0.029,   0.010,   0.010,   0.010,   0.010,   0.019,   0.000,   0.000,   0.000,   0.000
    8,    7,    8,    1,  0.018969,   10,   0.000,   0.000,   0.200,   0.000,   0.000,   0.114,   0.000,   0.000,   0.000,   0.354,   0.000,   0.046,   0.000,   0.000,   0.000,   0.000,   0.000,   0.101,   0.000,   0.040,   0.008,   0.000,   0.000,   0.046,   0.000,   0.000,   0.000,   0.025,   0.000,   0.000,   0.067
    9,    7,    9,    1,  0.518269,   10,   0.000,   0.000,   0.216,   0.002,   0.007,   0.002,   0.002,   0.000,   0.000,   0.021,   0.000,   0.027,   0.000,   0.002,   0.026,   0.027,   0.000,   0.069,   0.003,   0.000,   0.002,   0.000,   0.053,   0.043,   0.000,   0.223,   0.000,   0.015,   0.000,   0.015,   0.244
   10,    7,   10,    1,  0.354461,   10,   0.000,   0.019,   0.000,   0.000,   0.000,   0.000,   0.000,   0.038,   0.192,   0.019,   0.000,   0.019,   0.019,   0.019,   0.000,   0.019,   0.000,   0.058,   0.019,   0.096,   0.135,   0.019,   0.000,   0.000,   0.000,   0.000,   0.077,   0.058,   0.000,   0.058,   0.135
   11,    7,   11,    1,  0.019028,   10,   0.006,   0.012,   0.019,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.012,   0.000,   0.006,   0.003,   0.000,   0.012,   0.079,   0.159,   0.225,   0.003,   0.046,   0.115,   0.092,   0.109,   0.104,   0.000,   0.000
   12,    7,   12,    1,  0.371050,   10,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.060,   0.000,   0.000,   0.000,   0.000,   0.030,   0.200,   0.000,   0.000,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.020,   0.010,   0.430,   0.230,   0.000,   0.000,   0.000,   0.000,   0.000
   13,    7,   13,    1,  0.144765,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    7,   14,    1,  0.091666,   10,   0.061,   0.197,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.000,   0.014,   0.058,   0.000,   0.000,   0.000,   0.004,   0.031,   0.044,   0.064,   0.319,   0.026,   0.000,   0.006,   0.057,   0.000,   0.004,   0.086,   0.007
   15,    7,   15,    1,  0.491053,   10,   0.062,   0.000,   0.000,   0.000,   0.000,   0.000,   0.078,   0.023,   0.012,   0.008,   0.140,   0.089,   0.256,   0.171,   0.000,   0.012,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.035,   0.016,   0.000,   0.000,   0.031,   0.070
   16,    7,   16,    1,  0.851911,   10,   0.018,   0.012,   0.041,   0.061,   0.000,   0.000,   0.000,   0.054,   0.045,   0.310,   0.008,   0.194,   0.065,   0.132,   0.006,   0.000,   0.004,   0.008,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.032
   17,    7,   17,    1,  0.067869,   10,   0.003,   0.002,   0.000,   0.000,   0.043,   0.003,   0.356,   0.087,   0.158,   0.073,   0.073,   0.000,   0.000,   0.012,   0.000,   0.003,   0.000,   0.000,   0.000,   0.000,   0.007,   0.002,   0.015,   0.034,   0.057,   0.000,   0.000,   0.000,   0.000,   0.060,   0.010
   18,    7,   18,    1,  0.946503,   10,   0.111,   0.006,   0.006,   0.023,   0.012,   0.000,   0.000,   0.000,   0.006,   0.023,   0.000,   0.012,   0.000,   0.000,   0.000,   0.006,   0.006,   0.000,   0.018,   0.000,   0.000,   0.012,   0.012,   0.000,   0.000,   0.000,   0.000,   0.018,   0.029,   0.117,   0.585
    1,    8,    1,    1,  0.359296,   10,   0.000,   0.000,   0.111,   0.030,   0.005,   0.000,   0.136,   0.000,   0.000,   0.000,   0.040,   0.000,   0.000,   0.000,   0.000,   0.000,   0.263,   0.212,   0.040,   0.000,   0.000,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.147,   0.000,   0.000
    2,    8,    2,    1,  0.812117,   10,   0.024,   0.096,   0.120,   0.024,   0.000,   0.000,   0.096,   0.205,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.241,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.072,   0.120
    3,    8,    3,    1,  0.217040,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    4,    8,    4,    1,  0.635607,   10,   0.005,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.078,   0.008,   0.000,   0.052,   0.648,   0.142,   0.034,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    5,    8,    5,    1,  0.045287,   10,   0.001,   0.018,   0.555,   0.015,   0.013,   0.001,   0.032,   0.007,   0.001,   0.001,   0.027,   0.129,   0.001,   0.001,   0.001,   0.000,   0.001,   0.000,   0.005,   0.149,   0.032,   0.001,   0.001,   0.000,   0.001,   0.001,   0.000,   0.000,   0.000,   0.000,   0.001
    6,    8,    6,    1,  0.055003,   10,   0.032,   0.016,   0.042,   0.062,   0.069,   0.216,   0.000,   0.000,   0.006,   0.019,   0.043,   0.013,   0.019,   0.049,   0.061,   0.095,   0.085,   0.029,   0.013,   0.010,   0.013,   0.013,   0.009,   0.019,   0.012,   0.010,   0.010,   0.010,   0.009,   0.007,   0.009
    7,    8,    7,    1,  0.575237,   10,   0.007,   0.000,   0.000,   0.000,   0.014,   0.028,   0.078,   0.113,   0.014,   0.021,   0.056,   0.007,   0.056,   0.063,   0.000,   0.000,   0.000,   0.021,   0.197,   0.000,   0.021,   0.014,   0.000,   0.042,   0.000,   0.000,   0.148,   0.014,   0.049,   0.028,   0.007
    8,    8,    8,    1,  0.028830,   10,   0.176,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.014,   0.060,   0.000,   0.000,   0.000,   0.000,   0.000,   0.293,   0.015,   0.024,   0.000,   0.000,   0.000,   0.000,   0.360,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.004,   0.000,   0.032
    9,    8,    9,    1,  0.268289,   10,   0.000,   0.000,   0.000,   0.000,   0.014,   0.014,   0.072,   0.000,   0.000,   0.000,   0.072,   0.029,   0.014,   0.000,   0.043,   0.000,   0.145,   0.087,   0.000,   0.014,   0.014,   0.000,   0.000,   0.000,   0.000,   0.072,   0.275,   0.000,   0.029,   0.043,   0.058
   10,    8,   10,    1,  0.268503,   10,   0.154,   0.115,   0.077,   0.000,   0.038,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.077,   0.000,   0.000,   0.000,   0.000,   0.231,   0.038,   0.115,   0.000,   0.000,   0.000,   0.000,   0.038,   0.115
   11,    8,   11,    1,  0.151774,   10,   0.303,   0.000,   0.132,   0.055,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.042,   0.000,   0.087,   0.116,   0.000,   0.000,   0.000,   0.175,   0.009,   0.007,   0.024,   0.040,   0.000,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000
